# compound name, pubchem_id, CNS, xLogP, TPSA, SMILES
       Fosaprepitant,  135413538,       TRUE,    1.000,    124.000, C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F
           Foscarnet,       3415,      FALSE,   -2.000,     94.800, OC(=O)P(O)(O)=O
        Fosphenytoin,      56339,       TRUE,    0.600,    116.000, OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
         Fospropofol,    3038498,      FALSE,    2.500,     76.000, CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O
          Framycetin,       8378,      FALSE,   -9.000,    353.000, NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
        Frovatriptan,      77992,       TRUE,    1.200,     70.900, CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
         Fulvestrant,     104741,      FALSE,    9.200,     76.700, [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])C2[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC2=CC(O)=CC=C12
        Furazolidone,    5323714,      FALSE,   -0.100,    101.000, [O-][N+](=O)C1=CC=C(O1)C=NN1CCOC1=O
          Furosemide,       3440,      FALSE,    2.000,    131.000, NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
          Gabapentin,       3446,       TRUE,   -1.100,     63.300, NCC1(CC(O)=O)CCCCC1
         Galantamine,       9651,       TRUE,    1.800,     41.900, [H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
         Ganciclovir,  135398740,      FALSE,   -2.500,    135.000, NC1=NC(=O)C2=C(N1)N(COC(CO)CO)C=N2
        Gatifloxacin,       5379,      FALSE,   -0.700,     82.100, COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
           Gefitinib,     123631,      FALSE,    4.100,     68.700, COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1
         Gemcitabine,      60750,      FALSE,   -1.500,    108.000, NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F
         Gemfibrozil,       3463,      FALSE,    3.800,     46.500, CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
           Gestodene,    3033968,      FALSE,    2.900,     37.300, CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C
          Gliclazide,       3475,      FALSE,    1.500,     86.900, CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1
         Glimepiride,       3476,      FALSE,    3.900,    133.000, CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O
           Glipizide,       3478,      FALSE,    1.900,    139.000, CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
          Gliquidone,      91610,      FALSE,    4.600,    130.000, COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O
         Glisoxepide,      32778,      FALSE,    2.900,    142.000, CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
         Glucosamine,     439213,      FALSE,   -2.800,    116.000, N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
         Glutathione,     124886,      FALSE,   -4.500,    160.000, N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
        Glutethimide,       3487,      FALSE,    1.900,     46.200, CCC1(CCC(=O)NC1=O)C1=CC=CC=C1
           Glyburide,       3488,      FALSE,    4.800,    122.000, COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
             Glycine,        750,      FALSE,   -3.200,     63.300, NCC(O)=O
        Glycodiazine,       9565,      FALSE,    0.900,     98.800, COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1
           Goserelin,    5311128,      FALSE,   -1.500,    496.000, CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
       Grepafloxacin,      72474,      FALSE,   -0.200,     72.900, CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O
        Griseofulvin,     441140,      FALSE,    2.200,     71.100, COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC
         Guaifenesin,       3516,      FALSE,    1.400,     58.900, COC1=CC=CC=C1OCC(O)CO
           Guanabenz,    5702063,      FALSE,    1.700,     76.800, NC(N)=NN=CC1=C(Cl)C=CC=C1Cl
        Guanethidine,       3518,      FALSE,    0.500,     67.600, NC(N)=NCCN1CCCCCCC1
          Guanfacine,       3519,       TRUE,    2.000,     81.500, NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
           Guanidine,       3520,      FALSE,   -1.300,     75.900, NC(N)=N
           Halazepam,      31640,      FALSE,    4.000,     32.700, FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
        Halofantrine,      37393,      FALSE,    8.600,     23.500, CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F
         Haloperidol,       3559,       TRUE,    3.200,     40.500, OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
          Haloprogin,       3561,      FALSE,    4.600,      9.200, ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
           Halothane,       3562,      FALSE,    2.300,      0.000, FC(F)(F)C(Cl)Br
       Heptabarbital,      10518,      FALSE,    2.000,     75.300, CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1
              Heroin,    5462328,      FALSE,    1.500,     65.100, [H][C@@]12OC3=C(OC(C)=O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2OC(C)=O
          Hesperetin,      72281,      FALSE,    2.400,     96.200, COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1
          Hetacillin,     443387,      FALSE,   -0.600,    115.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)C1=CC=CC=C1)C(O)=O
     Hexachlorophene,       3598,      FALSE,    7.500,     40.500, OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl
       Hexafluronium,       3601,      FALSE,    7.600,      0.000, CC.C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2
        Hexobarbital,       3608,      FALSE,    1.500,     66.500, CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1
          Hexylcaine,      10770,      FALSE,    3.600,     38.300, CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1
         Hydralazine,       3637,      FALSE,    0.700,     63.800, NNC1=NN=CC2=CC=CC=C12
 Hydrochlorothiazide,       3639,      FALSE,   -0.100,    135.000, NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
         Hydrocodone,    5284569,       TRUE,    2.200,     38.800, [H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
      Hydrocortamate,      84088,      FALSE,    3.100,    104.000, [H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
      Hydrocortisone,       5754,      FALSE,    1.600,     94.800, [H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
  Hydroflumethiazide,       3647,      FALSE,    0.400,    135.000, NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F
       Hydromorphone,    5284570,       TRUE,    1.800,     49.800, [H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
  Hydroxychloroquine,       3652,      FALSE,    3.600,     48.400, CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
      Hydroxyproline,       5810,      FALSE,   -3.300,     69.600, O[C@@H]1CNC(C1)C(O)=O
         Hydroxyurea,       3657,      FALSE,   -1.800,     75.400, NC(=O)NO
         Hydroxyzine,       3658,       TRUE,    3.700,     35.900, OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
         Ibandronate,      60852,      FALSE,   -4.100,    139.000, CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
           Ibudilast,       3671,      FALSE,    3.000,     34.400, CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C
           Ibuprofen,       3672,       TRUE,    3.500,     37.300, CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
           Ibutilide,      60753,      FALSE,    4.000,     78.000, CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
           Icosapent,     446284,      FALSE,    5.600,     37.300, CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O
          Idarubicin,      42890,      FALSE,    1.900,    177.000, C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O
         Idoxuridine,       5905,      FALSE,   -1.000,     99.100, OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O
          Ifosfamide,       3690,      FALSE,    0.900,     41.600, ClCCNP1(=O)OCCCN1CCCl
         Iloperidone,      71360,       TRUE,    4.100,     64.800, COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O
            Imatinib,       5291,      FALSE,    3.500,     86.300, CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1
            Imipenem,     104838,      FALSE,   -0.700,    142.000, [H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
          Imipramine,       3696,       TRUE,    4.800,      6.500, CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12
           Imiquimod,      57469,      FALSE,    2.600,     56.700, CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N
         Indacaterol,    6918554,      FALSE,    3.300,     81.600, CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1
          Indapamide,       3702,      FALSE,    2.900,    101.000, CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
         Indecainide,      52195,      FALSE,    3.000,     55.100, CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12
           Indinavir,    5362440,      FALSE,    2.800,    118.000, CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12
        Indomethacin,       3715,       TRUE,    4.300,     68.500, COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O
          Iobenguane,      60860,      FALSE,    1.000,     64.400, NC(N)=NCC1=CC(I)=CC=C1
          Iodipamide,       3739,      FALSE,    5.500,    133.000, OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I
           Iodixanol,       3724,      FALSE,   -3.400,    339.000, CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
             Iohexol,       3730,      FALSE,   -3.000,    200.000, CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
          Irbesartan,       3749,      FALSE,    4.100,     87.100, CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
          Irinotecan,      60838,      FALSE,    3.000,    113.000, CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=C1C=C(OC(=O)N1CCC(CC1)N1CCCCC1)C=C2
       Isocarboxazid,       3759,      FALSE,    1.500,     67.200, CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1
         Isoetharine,       3762,      FALSE,    1.700,     72.700, CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1
          Isoflurane,       3763,      FALSE,    2.100,      9.200, FC(F)OC(Cl)C(F)(F)F
       Isoflurophate,       5936,      FALSE,    1.200,     35.500, CC(C)OP(F)(=O)OC(C)C
       Isometheptene,      22297,       TRUE,    2.500,     12.000, CNC(C)CCC=C(C)C
           Isoniazid,       3767,      FALSE,   -0.700,     68.000, NNC(=O)C1=CC=NC=C1
        Isopropamide,       3775,      FALSE,    4.300,     43.100, CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C
       Isoproterenol,       3779,      FALSE,   -0.600,     72.700, CC(C)NCC(O)C1=CC(O)=C(O)C=C1
        Isothipendyl,       3781,      FALSE,    3.500,     44.700, CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C
        Isotretinoin,    5282379,      FALSE,    6.300,     37.300, C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
          Isradipine,       3784,      FALSE,    4.300,    104.000, COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
           Ivacaftor,   16220172,      FALSE,    5.600,     78.400, CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C
         Ixabepilone,    6445540,      FALSE,    3.600,    140.000, C[C@H]1CCC[C@@]2(C)O[C@@]2([H])C[C@H](NC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1
           Kanamycin,       6032,      FALSE,   -6.900,    283.000, NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
            Ketamine,       3821,      FALSE,    2.200,     29.100, CNC1(CCCCC1=O)C1=CC=CC=C1Cl
           Ketazolam,      33746,      FALSE,    3.000,     49.800, CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1
          Ketoprofen,       3825,       TRUE,    3.100,     54.400, CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
           Ketorolac,       3826,       TRUE,    1.900,     59.300, OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
           Ketotifen,       3827,      FALSE,    3.200,     48.600, CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12
           L-Alanine,       5950,      FALSE,   -3.000,     63.300, C[C@H](N)C(O)=O
          L-Arginine,       6322,      FALSE,   -4.200,    128.000, N[C@@H](CCCNC(N)=N)C(O)=O
        L-Asparagine,       6267,      FALSE,   -3.400,    106.000, N[C@@H](CC(N)=O)C(O)=O
         L-Carnitine,      10917,      FALSE,   -0.200,     60.400, C[N+](C)(C)C[C@H](O)CC([O-])=O
        L-Citrulline,       9750,      FALSE,   -4.300,    118.000, N[C@@H](CCCNC(N)=O)C(O)=O
          L-Cysteine,       5862,      FALSE,   -2.500,     64.300, N[C@@H](CS)C(O)=O
           L-Cystine,      67678,      FALSE,   -6.300,    177.000, N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O
         L-Glutamine,       5961,      FALSE,   -3.100,    106.000, N[C@@H](CCC(N)=O)C(O)=O
         L-Histidine,       6274,      FALSE,   -3.200,     92.000, N[C@@H](CC1=CN=CN1)C(O)=O
        L-Isoleucine,       6306,      FALSE,   -1.700,     63.300, CC[C@H](C)[C@H](N)C(O)=O
           L-Leucine,       6106,      FALSE,   -1.500,     63.300, CC(C)C[C@H](N)C(O)=O
            L-Lysine,       5962,      FALSE,   -3.000,     89.300, NCCCC[C@H](N)C(O)=O
        L-Methionine,       6137,      FALSE,   -1.900,     88.600, CSCC[C@H](N)C(O)=O
         L-Ornithine,       6262,      FALSE,   -4.400,     89.300, NCCC[C@H](N)C(O)=O
     L-Phenylalanine,       6140,      FALSE,   -1.500,     63.300, N[C@@H](CC1=CC=CC=C1)C(O)=O
           L-Proline,     145742,      FALSE,   -2.500,     49.300, OC(=O)[C@@H]1CCCN1
            L-Serine,       5951,      FALSE,   -3.100,     83.600, N[C@@H](CO)C(O)=O
         L-Threonine,       6288,      FALSE,   -2.900,     83.600, C[C@@H](O)[C@H](N)C(O)=O
        L-Tryptophan,       6305,      FALSE,   -1.100,     79.100, N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
          L-Tyrosine,       6057,      FALSE,   -2.300,     83.600, N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
            L-Valine,       6287,      FALSE,   -2.300,     63.300, CC(C)[C@H](N)C(O)=O
           Labetalol,       3869,      FALSE,    3.100,     95.600, CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
          Lacosamide,     219078,       TRUE,    0.300,     67.400, COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1
          Lamivudine,      60825,      FALSE,   -0.900,    113.000, NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
         Lamotrigine,       3878,       TRUE,    1.400,     90.700, NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1
        Lansoprazole,       3883,      FALSE,    2.800,     87.100, CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
           Lapatinib,     208908,      FALSE,    5.100,    115.000, CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1
           Latamoxef,      47499,      FALSE,   -0.600,    232.000, [H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O
         Latanoprost,    5311221,      FALSE,    4.300,     87.000, CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
         Leflunomide,       3899,      FALSE,    2.500,     55.100, CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
        Lenalidomide,     216326,      FALSE,   -0.500,     92.500, NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O
       Lercanidipine,      65866,      FALSE,    6.900,    114.000, COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1
           Letrozole,       3902,      FALSE,    2.700,     78.300, N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
          Leucovorin,  135403648,      FALSE,   -1.200,    216.000, NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1
        Levallorphan,    5359371,      FALSE,    3.500,     23.500, [H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2
          Levamisole,      26879,      FALSE,    1.800,     40.900, C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1
       Levetiracetam,    5284583,       TRUE,   -0.300,     63.400, CC[C@@H](N1CCCC1=O)C(N)=O
         Levobunolol,      39468,      FALSE,    2.400,     58.600, CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O
     Levobupivacaine,      92253,      FALSE,    3.400,     32.300, CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
       Levocabastine,      54385,      FALSE,    2.500,     64.300, C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)C1CCC(CC1)(C#N)C1=CC=C(F)C=C1
            Levodopa,       6047,       TRUE,   -2.700,    104.000, N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
        Levofloxacin,     149096,      FALSE,   -0.400,     73.300, C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1
     Levomilnacipran,    6917779,      FALSE,    1.400,     46.300, CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
       Levonordefrin,     164739,      FALSE,   -0.800,     86.700, C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1
      Levonorgestrel,      13109,      FALSE,    3.300,     37.300, [H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
         Levorphanol,    5359272,       TRUE,    3.100,     23.500, [H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2
        Levosimendan,    3033825,      FALSE,    2.300,    113.000, C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1
       Levothyroxine,       5819,      FALSE,    2.400,     92.800, N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O
           Lidocaine,       3676,      FALSE,    2.300,     32.300, CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
         Linagliptin,   10096344,      FALSE,    1.900,    114.000, CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1
          Lincomycin,    3000540,      FALSE,    0.200,    148.000, [H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC
             Lindane,        727,      FALSE,    3.800,      0.000, Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
           Linezolid,     441401,      FALSE,    0.700,     71.100, CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1
        Liothyronine,       5920,      FALSE,    1.700,     92.800, N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
    Lisdexamfetamine,   11597698,       TRUE,    1.200,     81.100, C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
          Lisinopril,    5362119,      FALSE,   -2.900,    133.000, NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
            Lisuride,      28864,      FALSE,    2.700,     51.400, [H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC
          Lofexidine,      30668,      FALSE,    2.600,     33.600, CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1
        Lomefloxacin,       3948,      FALSE,   -0.800,     72.900, CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
           Lomustine,       3950,      FALSE,    2.800,     61.800, ClCCN(N=O)C(=O)NC1CCCCC1
          Loperamide,       3955,      FALSE,    5.000,     43.800, CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
           Lopinavir,      92727,      FALSE,    5.900,    120.000, CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
          Loracarbef,    5284585,      FALSE,   -1.700,    113.000, N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
          Loratadine,       3957,      FALSE,    5.200,     42.400, CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
           Lorazepam,       3958,       TRUE,    2.400,     61.700, OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2
          Lornoxicam,   54690031,      FALSE,    2.100,    136.000, CN1\C(=C(\O)NC2=CC=CC=N2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O
            Losartan,       3961,      FALSE,    4.300,     92.500, CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
         Loteprednol,    9865442,      FALSE,    2.600,     83.800, [H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
          Lovastatin,      53232,      FALSE,    4.300,     72.800, [H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC
            Loxapine,       3964,       TRUE,    3.100,     28.100, CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2
          Lucanthone,      10180,      FALSE,    4.000,     57.600, CCN(CC)CCNC1=C2C(=O)C3=CC=CC=C3SC2=C(C)C=C1
        Lumefantrine,    6437380,      FALSE,    8.700,     23.500, CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1
         Lumiracoxib,     151166,      FALSE,    4.200,     49.300, CC1=CC(CC(O)=O)=C(NC2=C(F)C=CC=C2Cl)C=C1
          Lurasidone,     213046,       TRUE,    5.400,     85.000, O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC2=CC=CC=C12
           Malathion,       4004,      FALSE,    2.400,    128.000, CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
            Mannitol,       6251,      FALSE,   -3.100,    121.000, OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
         Maprotiline,       4011,       TRUE,    4.600,     12.000, CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
           Maraviroc,    3002977,      FALSE,    5.100,     63.000, [H][C@]12CC[C@]([H])(CC(C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1
